,Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
4149,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1943,1943,11034,3,2,1,Health Care,Health Care,Not provided
4150,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1948,1948,23489,3,2,1,Health Care,Health Care,Not provided
4151,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1950,1950,17698,3,2,1,Health Care,Health Care,Not provided
4152,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1929,1929,16448,4,3,1,Health Care,Health Care,Not provided
4153,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1966,1966,62972,4,3,1,Health Care,Health Care,Not provided
4154,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1937,1937,17601,3,2,1,Health Care,Health Care,Not provided
4155,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1937,1937,17601,3,2,1,Health Care,Health Care,Not provided
4156,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1937,1937,18198,3,2,1,Health Care,Health Care,Not provided
4157,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1908,1908,10984,1,1,0,Storage,Storage,Industrial
4158,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1908,1908,8955,3,2,1,Assembly,Assembly,Not provided
4159,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1936,1936,3387,4,3,1,Business,Business,Not provided
4160,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1964,1964,53520,4,3,1,Business,Business,Storage
4161,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1964,1964,45600,3,2,1,Storage,Storage,Business
4162,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1965,1965,69399,4,3,1,Education,Education,Business
4163,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1900,1900,65872,3,2,1,Assembly,Education,Business
4164,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1975,1975,60720,4,3,1,Health Care,Health Care,Business
4165,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1976,1976,650,3,3,0,Industrial,Unusual,Not provided
4166,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1880,1872,54118,4,3,1,Business,Business,Not provided
4167,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1965,1965,45116,5,4,1,Health Care,Health Care,Not provided
4168,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1950,1948,28333,3,3,0,Health Care,Health Care,Not provided
4169,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1950,1948,55716,4,3,1,Health Care,Health Care,Not provided
4170,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1965,1965,44465,3,2,1,Health Care,Health Care,Not provided
4171,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1952,1949,28333,3,3,0,Health Care,Health Care,Not provided
4172,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1952,1948,39143,5,4,1,Health Care,Health Care,Not provided
4173,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1937,1937,25663,4,3,1,Education,Education,Assembly
4174,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1937,1937,22347,4,3,1,Health Care,Business,Not provided
4175,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1920,1920,21633,5,4,1,Business,Business,Not provided
4176,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1937,1937,18556,4,3,1,Education,Education,Not provided
4177,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1987,1987,52012,4,3,1,Health Care,Business,Education
4178,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1890,1900,25825,4,3,1,Storage,Storage,Not provided
4179,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1952,1933,16880,3,2,1,Education,Education,Assembly
4180,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1890,1890,21100,3,3,0,Storage,Storage,Not provided
4181,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1938,1938,21215,3,2,1,Assembly,Assembly,Not provided
4182,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1935,1935,16500,3,2,1,Business,Business,Not provided
4183,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1935,1935,3560,3,2,1,Industrial,Industrial,Not provided
4184,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1935,1935,1740,1,1,0,Storage,Storage,Not provided
4185,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1965,1965,9820,3,2,1,Unusual,Unusual,Not provided
4186,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1936,1936,18097,3,2,1,Health Care,Storage,Not provided
4187,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1936,1936,18097,3,2,1,Storage,Storage,Not provided
4188,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1950,1948,27687,3,2,1,Health Care,Health Care,Not provided
4189,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1899,1899,38230,5,4,1,Education,Education,Not provided
4190,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1937,1937,4930,1,1,0,Storage,Storage,Not provided
4191,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1950,1950,4670,1,1,0,Industrial,Industrial,Not provided
4192,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1930,1930,3760,1,1,0,Industrial,Industrial,Not provided
4193,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1915,1915,3736,1,1,0,Storage,Storage,Not provided
4194,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1915,1903,10525,2,2,0,Industrial,Industrial,Not provided
4195,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1920,1920,3280,3,2,1,Business,Business,Not provided
4196,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1952,1952,3627,3,2,1,Health Care,Health Care,Not provided
4197,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1952,1952,3627,3,2,1,Health Care,Health Care,Not provided
4198,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1951,1951,2525,2,2,0,Storage,Storage,Not provided
4199,Department of Human Services,Choate Mental Health and Developmental Center - Anna,R.r. #2,Jonesboro,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1912,1951,7358,4,3,1,Industrial,Industrial,Not provided
4200,Department of Human Services,Choate Mental Health and Developmental Center - Anna,R.r. #2,Jonesboro,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,0,0,798,1,1,0,Storage,Storage,Not provided
4201,Department of Human Services,Choate Mental Health and Developmental Center - Anna,R.r. #2,Jonesboro,62952,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1935,1935,928,1,1,0,Residential,Residential,Not provided
4202,Department of Human Services,Choate Mental Health and Developmental Center - Anna,R.r. #2,Jonesboro,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,Abandon,1937,1937,600,1,1,0,Storage,Storage,Not provided
4203,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1950,1950,5000,1,1,0,Storage,Storage,Not provided
4204,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1973,1972,21032,3,2,1,Education,Industrial,Industrial
4205,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1931,1931,2190,3,2,1,Residential,Residential,Not provided
4206,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1931,1932,2190,3,2,1,Residential,Residential,Not provided
4207,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1931,1932,2190,3,2,1,Residential,Residential,Not provided
4208,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1932,1933,4256,3,2,1,Health Care,Health Care,Not provided
4209,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1932,1932,2023,3,2,1,Business,Business,Not provided
4210,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1984,1984,1350,1,1,0,Health Care,Health Care,Not provided
4211,Department of Human Services,Choate Mental Health and Developmental Center - Anna,1000 North Main,Anna,62906,Union,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1986,1986,1827,1,1,0,Assembly,Assembly,Not provided
4212,University of Illinois,University of Illinois - Chicago,1601 West Taylor,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1960,1957,323525,16,14,2,Education,Education,Not provided
4213,University of Illinois,University of Illinois - Chicago,1640 West Roosevelt Road,Chicago,60608,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1961,1961,183750,10,9,1,Health Care,Business,Education
4214,University of Illinois,University of Illinois - Chicago,1140 South Paulina,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1970,1970,44280,5,4,1,Industrial,Industrial,Not provided
4215,Department of Central Management Services,Statewide Program,4200 North Oak Park Ave,Chicago,60634,Statewide,0,,119,District Multiple,60,Multiple Multiple,In Use,1977,1977,1400,1,1,0,Business,Business,Not provided
4216,Department of Central Management Services,Statewide Program,4200 North Oak Park Ave,Chicago,60634,Statewide,0,,119,District Multiple,60,Multiple Multiple,In Use,1968,1968,18000,1,1,0,Storage,Storage,Industrial
4217,Department of Central Management Services,Statewide Program,4200 North Oak Park Ave,Chicago,60634,Statewide,0,,119,District Multiple,60,Multiple Multiple,Abandon,1974,1974,24765,2,2,0,Health Care,Health Care,Assembly
4218,Department of Central Management Services,Statewide Program,4200 North Oak Park Ave,Chicago,60634,Statewide,0,,119,District Multiple,60,Multiple Multiple,In Use,1974,1974,24765,2,2,0,Health Care,Health Care,Assembly
4219,Department of Central Management Services,Statewide Program,4200 North Oak Park Ave,Chicago,60634,Statewide,0,,119,District Multiple,60,Multiple Multiple,Abandon,1974,1974,14725,2,2,0,Health Care,Health Care,Assembly
4220,Department of Central Management Services,Statewide Program,4200 North Oak Park Ave,Chicago,60634,Statewide,0,,119,District Multiple,60,Multiple Multiple,Abandon,1974,1974,14725,2,2,0,Health Care,Health Care,Assembly
4221,Department of Central Management Services,Statewide Program,4200 North Oak Park Ave,Chicago,60634,Statewide,0,,119,District Multiple,60,Multiple Multiple,Abandon,1974,1974,14725,2,2,0,Health Care,Health Care,Assembly
4222,Department of Central Management Services,Statewide Program,4200 North Oak Park Ave,Chicago,60634,Statewide,0,,119,District Multiple,60,Multiple Multiple,Abandon,1974,1974,14725,2,2,0,Health Care,Health Care,Assembly
4223,Department of Central Management Services,Statewide Program,4200 North Oak Park Ave,Chicago,60634,Statewide,0,,119,District Multiple,60,Multiple Multiple,In Use,1974,1974,54600,4,3,1,Education,Education,Assembly
4224,Department of Central Management Services,Statewide Program,4200 North Oak Park Ave,Chicago,60634,Statewide,0,,119,District Multiple,60,Multiple Multiple,In Use,1974,1974,28000,4,3,1,Assembly,Assembly,Education
4225,Department of Central Management Services,Statewide Program,4200 North Oak Park Ave,Chicago,60634,Statewide,0,,119,District Multiple,60,Multiple Multiple,In Use,1974,1974,15000,2,1,1,Industrial,Industrial,Not provided
4226,Department of Human Services,Chicago-Read Mental Health Center - Cook County,4200 North Oak Park Ave,Chicago,60634,Cook,5,Mike Quigley,19,Martwick Robert,10,John G. Mulroe,In Use,1920,1920,15000,2,1,1,Industrial,Industrial,Not provided
4227,Department of Human Services,Chicago-Read Mental Health Center - Cook County,4200 North Oak Park Ave,Chicago,60634,Cook,5,Mike Quigley,19,Martwick Robert,10,John G. Mulroe,In Use,1963,1963,23800,2,2,0,Health Care,Health Care,Not provided
4228,Department of Human Services,Chicago-Read Mental Health Center - Cook County,4200 North Oak Park Ave,Chicago,60634,Cook,5,Mike Quigley,19,Martwick Robert,10,John G. Mulroe,In Use,1963,1963,23800,2,2,0,Health Care,Health Care,Not provided
